,NAME_FAMILY_STATUS,NAME_EDUCATION_TYPE,OCCUPATION_TYPE,NAME_CONTRACT_TYPE,CODE_GENDER,DAYS_BIRTH,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,ANNUITY_INCOME_PERC,AMT_CREDIT,AMT_ANNUITY,INCOME_CREDIT_PERC
970,Married,Secondary / secondary special,Laborers,Cash loans,0,42,0,180000.0,0.1129,436032.0,20326.5,0.4128
971,Civil marriage,Higher education,Core staff,Cash loans,1,33,1,90000.0,0.303,640458.0,27265.5,0.1405
972,Married,Secondary / secondary special,n.a.,Cash loans,1,55,0,54000.0,0.1504,188685.0,8122.5,0.2861
973,Married,Secondary / secondary special,n.a.,Cash loans,1,59,1,103500.0,0.3625,848745.0,37516.5,0.12195
974,Married,Secondary / secondary special,Laborers,Cash loans,0,45,1,211500.0,0.2148,835380.0,45445.5,0.2532
975,Single / not married,Secondary / secondary special,n.a.,Cash loans,1,63,0,207000.0,0.1809,1006920.0,37444.5,0.2056
976,Married,Higher education,n.a.,Cash loans,1,66,0,67500.0,0.1598,203760.0,10782.0,0.3313
977,Separated,Secondary / secondary special,Laborers,Cash loans,0,38,0,112500.0,0.08685,350676.0,9774.0,0.3208
978,Separated,Secondary / secondary special,Sales staff,Revolving loans,1,35,0,157500.0,0.04285,135000.0,6750.0,1.167
979,Married,Secondary / secondary special,n.a.,Cash loans,1,65,0,90000.0,0.1779,284400.0,16011.0,0.3164
980,Married,Secondary / secondary special,Managers,Cash loans,1,41,1,135000.0,0.1711,450000.0,23107.5,0.3
981,Married,Secondary / secondary special,Medicine staff,Cash loans,1,29,0,135000.0,0.1619,299772.0,21852.0,0.4504
982,Single / not married,Secondary / secondary special,n.a.,Cash loans,0,24,0,123300.0,0.2089,497520.0,25758.0,0.2478
983,Single / not married,Secondary / secondary special,Laborers,Cash loans,1,56,0,202500.0,0.1198,640080.0,24259.5,0.3164
984,Civil marriage,Higher education,Secretaries,Cash loans,1,32,0,112500.0,0.1766,679500.0,19867.5,0.1655
985,Married,Secondary / secondary special,Core staff,Cash loans,1,45,1,139500.0,0.0774,135000.0,10795.5,1.033
986,Married,Secondary / secondary special,Laborers,Cash loans,1,30,0,135000.0,0.1266,312768.0,17095.5,0.4316
987,Married,Secondary / secondary special,High skill tech staff,Cash loans,1,28,0,112500.0,0.3804,1006920.0,42790.5,0.11176
988,Married,Secondary / secondary special,n.a.,Cash loans,1,49,1,90000.0,0.317,263686.5,28525.5,0.3413
989,Married,Secondary / secondary special,Core staff,Cash loans,0,36,1,315000.0,0.1135,840951.0,35761.5,0.3745
990,Married,Secondary / secondary special,n.a.,Cash loans,0,61,0,38700.0,0.3938,143910.0,15241.5,0.2688
991,Married,Secondary / secondary special,Drivers,Cash loans,0,33,0,315000.0,0.1086,1165500.0,34209.0,0.2703
992,Civil marriage,Higher education,n.a.,Cash loans,1,37,1,135000.0,0.1918,490536.0,25888.5,0.2751
993,Married,Secondary / secondary special,n.a.,Cash loans,0,55,0,112500.0,0.2957,835380.0,33259.5,0.1346
994,Married,Secondary / secondary special,Laborers,Cash loans,1,48,1,90000.0,0.3594,760225.5,32337.0,0.1184
995,Widow,Secondary / secondary special,n.a.,Cash loans,1,58,1,112500.0,0.1595,495985.5,17946.0,0.2268
996,Single / not married,Secondary / secondary special,Cleaning staff,Cash loans,1,38,0,225000.0,0.2534,1113840.0,57001.5,0.202
997,Married,Secondary / secondary special,n.a.,Cash loans,1,57,0,144000.0,0.1959,517536.0,28206.0,0.2783
998,Married,Higher education,Managers,Cash loans,0,44,0,315000.0,0.12,1288350.0,37800.0,0.2445
999,Married,Secondary / secondary special,Drivers,Cash loans,0,48,0,180000.0,0.1504,679500.0,27076.5,0.265
